csv_no,place_id,naver_name,naver_address,derma_specialist_count,operating_hours_json,lunch_break,last_order,closed_days_json,amenities_json,parking_available,parking_detail,description,nearest_subway_json,road_guide,homepage_url,booking_url,talktalk_url,instagram_url,blog_url,youtube_url,kakao_url,other_links_json,photo_count,home_url,information_url,photo_page_url,crawl_status,crawl_started_at,crawl_completed_at,error_messages_json
2855,2094156821,임피부과의원,서울특별시 서초구 태봉로 70 우면프라자 302호,1,"{""월"": ""09:30~18:00"", ""화"": ""09:30~18:00"", ""수"": ""09:30~18:00"", ""금"": ""09:30~18:00"", ""토"": ""09:30~13:00""}",13:00~14:00,,"[""목 (정기휴무 (매주 목요일))"", ""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""주차""]",1,주차 주차가능 무료,"※ 피부과 전문의 진료 ※

<<진료안내>>
- 모든 피부 질환(소아 및 성인)
- 각종 레이저
- 항 노화 (보톡스, 필러, 스킨 부스터) 주사
- 미백 탄력 마사지
- 양성 혹 제거
- 내향성 발톱 수술
- 사마귀 시술
- 탈모 치료
- 여드름 관리",,,,,,,,,,,9,https://m.place.naver.com/hospital/2094156821/home,https://m.place.naver.com/hospital/2094156821/information,https://m.place.naver.com/hospital/2094156821/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T10:53:32.911986,2026-02-09T10:54:07.745167,[]
2856,21295942,슈퍼스타피부과의원,서울특별시 구로구 디지털로32길 79 4층,1,"{""화"": ""11:00~20:00"", ""목"": ""11:00~20:00"", ""금"": ""11:00~20:00"", ""토"": ""10:00~16:00"", ""_note"": ""시술과 대기 많을 경우 접수가 조기마감 될 수 있습니다""}",13:00~14:00,"{""화"": ""18:30"", ""목"": ""18:30"", ""금"": ""18:30"", ""토"": ""14:30""}","[""수 (정기휴무 (매주 수요일))"", ""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""주차"", ""무선 인터넷"", ""남/녀 화장실 구분""]",1,주차 주차가능,"01. 우수한 피부과 전문의 의료진
저희 슈퍼스타피부과는 피부과 전문의가 풍부한 경험을 바탕으로 최상의의료 서비스를 제공합니다.

02.끊임 없이 연구하는 슈퍼스타피부과
슈퍼스타피부과는 대한피부과의사회, 대한피부항노화학회등 다양한 학회 및 세미나를 통해서 끊임 없이 연구하여 효과적인 치료와 만족도 높은 시술을 위해 노력하고 있습니다.

03. 효과적인 치료를 위한 장비와 정품 의약품 사용
슈퍼스타피부과는 정직합니다. 우리 슈퍼스타피부과는 모든 의약품의 정량 사용이 원칙이며 안전이 검증된 정품 의약품만을 고집하고 있습니다. 고객 검증제를 도입하여 누구나 안심하고 진료받을 수 있습니다.

04. 고객을 위한 편의 공간
슈퍼스타피부과는 고객의 기다림이 지루하지 않도록 쾌적한 대기공간이 있습니다. 기다림이 길지 않도록 빠른 진료를 보실 수 있게 최선을 다하겠습니다.","[{""name"": ""구로디지털단지역"", ""exit"": ""2"", ""walk_time_min"": 4, ""distance_m"": 235, ""lines"": [""2호선""]}]","- 지하철 이용시
   구로디지털단지역 하차시 2번 출구 200m거리

- 차량 이용시
  신림역 방향에서 남부순환도로 -> 시흥IC 두번째 우측방향(구로디지털 방향) -> 디지털 삼거리(좌회전) -> 100m 우측건물(1층 뚜레쥬르)

- 버스 이용시
_마을버스 : 금천03, 06번(구로디지털단지역 하차) / 구로09, 영등포 01번(코오롱 사이언스밸리 2차 옆 뚜레쥬르)
_간선버스(파란색) : 150,505,507번(구로디지털단지역 하차)
_지선버스(초록색) : 5536, 5612번(구로 이마트 하차 -> 코오롱 사이언스밸리 2차 옆 뚜레쥬르) , 531, 5534, 5616,5620, 5625, 5623, 5713번(구로디지털단지역)",http://www.superskin.co.kr/,,,,https://blog.naver.com/superskin32,,,,6,https://m.place.naver.com/hospital/21295942/home,https://m.place.naver.com/hospital/21295942/information,https://m.place.naver.com/hospital/21295942/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-10T12:07:55.061352,2026-02-10T12:08:21.605389,[]
2857,37383029,연세조은피부과의원,서울특별시 금천구 독산로 136,2,"{""화"": ""09:00~18:30"", ""수"": ""09:00~18:30"", ""목"": ""09:00~20:00"", ""금"": ""09:00~18:30"", ""토"": ""09:00~15:00""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""설날 연휴 (02/16~None)"", ""삼일절 (03/01~None)""]","[""예약"", ""주차""]",1,주차 주차가능,"남, 여 피부과 전문의가 진료하는 병원으로 지역주민들에게 훌륭한 의료서비스를 제공하기 위해 노력하겠습니다.
현재 레이저, 관리 예약을 제외한 진료예약은 불가능하며, 내원 순서대로 진료 가능합니다.",,,http://www.thegoodskin.co.kr/,,,,https://blog.naver.com/kimgoindol2,,,,4,https://m.place.naver.com/hospital/37383029/home,https://m.place.naver.com/hospital/37383029/information,https://m.place.naver.com/hospital/37383029/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-10T12:08:31.010589,2026-02-10T12:09:01.655867,[]
2858,36250412,이지함피부과의원 여의도,서울특별시 영등포구 여의나루로 42,1,"{""화"": ""09:30~19:00"", ""목"": ""09:30~19:00"", ""금"": ""09:30~19:00"", ""토"": ""10:00~15:00"", ""_note"": ""공휴일있는주 수요일 정상진료""}",13:00~14:00,"{""화"": ""18:30"", ""목"": ""18:30"", ""금"": ""18:30"", ""토"": ""14:30""}","[""수 (정기휴무 (매주 수요일))"", ""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""주차"", ""무선 인터넷"", ""남/녀 화장실 구분""]",1,주차 주차가능,"여의도 이지함피부과의원은 피부 질환 치료부터 미용 시술까지
다양한 피부 고민에 대해 정확한 진단과 체계적인 치료를 제공하는 피부과 전문 의료기관입니다

여의도 직장인과 성인층의 라이프스타일을 고려해
빠르고 효과적인 치료는 물론 꾸준한 피부 관리를 도와드립니다

여드름 치료는 초기 여드름부터 성인 여드름까지 단계별 프로그램으로 진행되며
레이저 치료는 색소 탄력 모공 개선에 효과적인 장비를 바탕으로 피부에 부담을 줄인 시술을 제공합니다
기미 잡티 주근깨 점 등 색소성 질환은 개개인의 피부 상태에 맞춘 맞춤 치료가 이루어집니다
보톡스 필러 주름 치료는 자연스럽고 세련된 결과를 중시하며 전문 의료진이 직접 시술합니다
스킨부스터와 메디컬 스킨케어는 수분과 탄력을 채워주는 고기능성 프로그램으로 바쁜 일상 속에서도 건강한 피부를 유지할 수 있도록 돕습니다

이지함피부과의원 여의도점은
피부과 전문의가 직접 진료하며 1대1 상담을 통해 개인별 맞춤 치료 계획을 세웁니다
위생과 안전을 최우선으로 하여 편안하고 신뢰할 수 있는 진료 환경을 제공합니다

여의도역 인근에 위치해 출퇴근 전후 방문이 편리하며
꾸준한 피부 관리가 필요한 직장인에게 최적화된 진료 시스템을 갖추고 있습니다

피부는 관리하는 만큼 달라집니다
피부 고민이 있다면 여의도 이지함피부과의원에서 전문적인 솔루션을 받아보세요","[{""name"": ""여의도역"", ""exit"": ""5"", ""walk_time_min"": 1, ""distance_m"": 5, ""lines"": [""5호선"", ""9호선""]}]","여의도역 5번 출구 여의도종합상가 5층
종합상가 뒷편 주차장 이용가능",http://www.ljh.co.kr/yid/yid_index.php,,,,https://blog.naver.com/ljhyid,,,,13,https://m.place.naver.com/hospital/36250412/home,https://m.place.naver.com/hospital/36250412/information,https://m.place.naver.com/hospital/36250412/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-10T12:02:55.034559,2026-02-10T12:03:22.691466,[]
2859,19514291,용피부과의원,서울특별시 영등포구 의사당대로 108 아일렉스 상가 302호 용피부과의원,1,"{""화"": ""10:00~18:30"", ""수"": ""10:00~18:30"", ""목"": ""10:00~18:30"", ""금"": ""10:00~18:30""}",13:00~14:30,,"[""토 (정기휴무 (매주 토요일))"", ""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""간편결제"", ""주차""]",1,주차 주차가능 무료,용피부과는 피부질환 레이저 전문 피부과입니다.................,"[{""name"": ""여의도역"", ""exit"": ""6"", ""walk_time_min"": 1, ""distance_m"": 52, ""lines"": [""9호선"", ""5호선""]}]",,,,,,,,,,2,https://m.place.naver.com/hospital/19514291/home,https://m.place.naver.com/hospital/19514291/information,https://m.place.naver.com/hospital/19514291/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-10T12:03:28.901806,2026-02-10T12:03:59.565335,[]
2860,1921750389,어바인피부과의원,서울특별시 영등포구 의사당대로 97 교보증권빌딩 4층,2,"{""화"": ""10:00~20:00"", ""수"": ""10:00~20:00"", ""목"": ""10:00~20:00"", ""금"": ""10:00~20:00"", ""토"": ""09:00~14:00""}",13:30~14:30,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)"", ""대체공휴일(삼일절) (03/02~None)""]","[""주차"", ""무선 인터넷"", ""남/녀 화장실 구분""]",1,주차 주차가능,"서울대 출신 피부과전문의 선생님들로 구성된 어바인피부과는 피부과전문의에 의한 일대일 진료에 따른 개인별 맞춤식 치료계획을 수립하고 있는 원칙을 지키는 병원입니다. 피부에 관련된 모든 사항에 대해 전문적인 피부과 의학지식을 바탕으로 환자 한분 한분마다 신뢰, 청결, 친절을 모토로 최선의 진료를 제공하겠습니다.","[{""name"": ""여의도역"", ""exit"": ""3"", ""walk_time_min"": 1, ""distance_m"": 48, ""lines"": [""5호선"", ""9호선""]}]",여의도역 4번출구 앞 교보증권빌딩 4층,http://www.irvinederm.co.kr,,,,,,,,5,https://m.place.naver.com/hospital/1921750389/home,https://m.place.naver.com/hospital/1921750389/information,https://m.place.naver.com/hospital/1921750389/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-10T12:04:06.409536,2026-02-10T12:04:33.562234,[]
2861,13494681,루트테마피부과의원,서울특별시 서초구 강남대로 423 한승빌딩 7층,4,"{""월"": ""10:00~19:00"", ""화"": ""10:00~19:00"", ""수"": ""10:00~19:00"", ""목"": ""10:00~19:00"", ""금"": ""10:00~19:00"", ""토"": ""10:00~17:00""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]",,,,"서울특별시 서초구 서초동 위치, 모발이식,여드름, 모공, 보톡스, 탈모, 에스테틱 등 진료 안내.","[{""name"": ""강남역"", ""exit"": ""10"", ""walk_time_min"": 3, ""distance_m"": 209, ""lines"": [""2호선"", ""신분당선""]}, {""name"": ""강남역"", ""exit"": ""10"", ""walk_time_min"": 3, ""distance_m"": 209, ""lines"": [""신분당선"", ""2호선""]}, {""name"": ""신논현역"", ""exit"": ""7"", ""walk_time_min"": 5, ""distance_m"": 341, ""lines"": [""9호선"", ""신분당선""]}, {""name"": ""신논현역"", ""exit"": ""7"", ""walk_time_min"": 5, ""distance_m"": 341, ""lines"": [""신분당선"", ""9호선""]}]","2호선 강남역 10번출구에서 나와 200m 직진 하면 좌측에 보이는 한승빌딩 7층 강남테마피부과입니다.
9호선 ,신분당선 신논현역 7번 출구에서 나와 200m직진 하면 우측에 보이는 한승빌딩 7층 강남테마피부과입니다.",http://www.themeskin.kr/,,,,https://blog.naver.com/hakk64,,,,5,https://m.place.naver.com/hospital/13494681/home,https://m.place.naver.com/hospital/13494681/information,https://m.place.naver.com/hospital/13494681/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T10:54:11.607052,2026-02-09T10:54:40.961907,[]
2862,12837180,아이러브피부과의원,서울특별시 서초구 강남대로 423 한승빌딩 5층,1,"{""월"": ""10:00~19:00"", ""화"": ""10:00~19:00"", ""수"": ""10:00~20:15"", ""금"": ""10:00~19:00"", ""토"": ""09:10~16:00""}",,,"[""목 (정기휴무 (매주 목요일))"", ""일 (정기휴무 (매주 일요일))"", ""설날 (02/17~None)""]",,,,,"[{""name"": ""강남역"", ""exit"": ""10"", ""walk_time_min"": 3, ""distance_m"": 209, ""lines"": [""2호선"", ""신분당선""]}]",강남역 10번출구에서 8분이내 거리에 위치하고 있습니다. 바로 옆건물에는 의류브랜드 강남역 지오다노가 있습니다.,http://www.iloveskin.kr/,,,,,,,,2,https://m.place.naver.com/hospital/12837180/home,https://m.place.naver.com/hospital/12837180/information,https://m.place.naver.com/hospital/12837180/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T10:54:47.079001,2026-02-09T10:55:20.658891,[]
2863,19520829,이지함피부과의원,서울특별시 서초구 강남대로 429 동일빌딩 5층,1,"{""월"": ""10:00~19:00"", ""화"": ""10:00~19:00"", ""목"": ""10:00~19:00"", ""금"": ""10:00~19:00"", ""토"": ""10:00~17:00""}","{""월"": ""13:00~14:30"", ""화"": ""13:00~14:30"", ""목"": ""13:00~14:30"", ""금"": ""13:00~14:30"", ""토"": ""13:00~14:00""}",,"[""수 (정기휴무 (매주 수요일))"", ""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""무선 인터넷"", ""대기공간"", ""주차""]",1,주차 주차가능 무료,"강남 이지함피부과의원은 피부 질환 치료부터 프리미엄 미용 시술까지
피부에 대한 모든 고민을 전문적으로 해결하는 피부과 전문 의료기관입니다

피부과 전문의가 직접 진료하고 시술하며
개인의 피부 상태와 라이프스타일에 맞춘 1대1 맞춤 솔루션을 제공합니다

여드름 치료는 초기 트러블부터 성인 여드름까지 단계별로 진행하며
레이저 치료는 모공 탄력 색소 피부톤 개선 등 다양한 피부 문제에 효과적인 최신 장비로 시행됩니다
기미 잡티 주근깨 점 등 색소 치료는 정밀 진단을 바탕으로 피부에 부담을 줄인 안전한 방법으로 진행됩니다
보톡스 필러 주름 치료는 자연스럽고 세련된 인상을 위한 시술로 만족도가 높으며
피부 깊숙이 수분과 영양을 채워주는 스킨부스터 및 메디컬 스킨케어는
피부 본연의 건강과 탄력을 되찾아줍니다

이지함피부과 강남점은 위생과 프라이버시가 철저하게 관리된 환경에서
안정성과 효과를 최우선으로 생각합니다
특히 강남 지역 특성에 맞게 바쁜 일상 속에서도 효율적인 치료와 관리를 받을 수 있도록
편리한 예약 시스템과 진료 동선을 제공합니다

강남역 인근에 위치해 접근성이 뛰어나며
정확한 진단과 꼼꼼한 사후 관리로 피부의 본질적인 변화까지 책임집니다

자신 있는 피부, 강남 이지함피부과의원에서 시작해보세요
하루하루 달라지는 피부의 변화를 느껴보시기 바랍니다

<강남역피부과전문의> <강남피부과전문의>","[{""name"": ""강남역"", ""exit"": ""10"", ""walk_time_min"": 4, ""distance_m"": 264, ""lines"": [""신분당선"", ""2호선""]}]","강남역 10번 출구에서 300m
신논현역 6번 출구에서 400m
올리브영건물 5층(동일빌딩5층)",https://www.ljh.co.kr/,,,,https://blog.naver.com/ilhospj9635,,https://pf.kakao.com/_uZxlfu,,25,https://m.place.naver.com/hospital/19520829/home,https://m.place.naver.com/hospital/19520829/information,https://m.place.naver.com/hospital/19520829/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T10:55:24.198327,2026-02-09T10:56:12.499409,[]
2864,11728429,클린업피부과의원 강남,서울특별시 서초구 강남대로 429 유창빌딩 10층,1,"{""월"": ""10:00~20:00"", ""화"": ""10:00~19:00"", ""수"": ""10:00~19:00"", ""금"": ""10:00~20:00"", ""토(2/14)"": ""10:00~17:00""}",13:00~14:00,,"[""목 (정기휴무 (매주 목요일))"", ""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)"", ""대체공휴일(삼일절) (03/02~None)""]","[""예약"", ""남/녀 화장실 구분"", ""무선 인터넷"", ""대기공간"", ""간편결제"", ""주차""]",1,주차 주차가능 무료,"*진료일정 변경 안내
12월부터 강남점 매주 목요일 휴진합니다.
예약 및 내원 시 참고하시기 바랍니다.

피부는 '피부과전문의'에게
피부건강지킴이 클린업피부과의원입니다.

클린업피부과는 8개 지점으로 구성된 피부과전문의가 진료하는 피부과입니다. 클린업은 다양한 장비를 보유하고 있어 피부 상태에 맞는 맞춤 치료를 진행합니다.

*주요 진료과목
여드름 / 흉터모공 / 안티에이징 / 색소질환 / 문신제거 /쁘띠성형 / 안면홍조 / 메디컬스킨케어 / 액취다한증/ 피부질환 진료 / 제모 / 체형관리 / 백반증(엑시머) / 붉은자국 / 색소침착 / 스킨부스터

CU클린업피부과의 피부과전문의 전 의료진과 직원들은 항상 고객의 건강한 피부를 위해 노력하고 있습니다.","[{""name"": ""강남역"", ""exit"": ""10"", ""walk_time_min"": 4, ""distance_m"": 264, ""lines"": [""2호선"", ""신분당선""]}]","1. 대중교통 이용 시
> 지하철 2호선 강남역 10번출구 신논현역 방향,
지하철 9호선 신논현역 7번출구 강남역 방향
올리브영 건물 10층으로 올라오시면 됩니다.

2. 자가 차량 이용 시
> 자차 이용 시 네비게이션에 '클린업피부과 강남점'을 검색하시거나 주소(강남대로 429)를 검색 하셔서 내원하시면 됩니다.
건물 뒤편 주차 후 엘리베이터를 이용 10층으로 올라오세요.",http://www.upskingn.co.kr/,https://m.booking.naver.com/booking/13/bizes/45451,http://talk.naver.com/wcb5ej?frm=mnmb,https://www.instagram.com/skincleanup/,https://blog.naver.com/cleanup-gn,https://www.youtube.com/channel/UCY72jk3uDpkRkHFpIDcfaug,,,22,https://m.place.naver.com/hospital/11728429/home,https://m.place.naver.com/hospital/11728429/information,https://m.place.naver.com/hospital/11728429/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T10:56:18.493238,2026-02-09T10:57:06.326170,[]
2865,11724353,예인피부과의원,서울특별시 서초구 강남대로 421 삼영빌딩 5층,2,"{""월"": ""10:00~19:00"", ""화"": ""10:00~20:00"", ""수"": ""10:00~19:00"", ""금"": ""10:00~19:00"", ""토"": ""10:00~15:00""}",13:00~14:00,"{""월"": ""18:00"", ""화"": ""19:00"", ""수"": ""18:00"", ""금"": ""18:00"", ""토"": ""14:00""}","[""목 (정기휴무 (매주 목요일))"", ""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""주차"", ""무선 인터넷"", ""남/녀 화장실 구분""]",1,주차 주차가능,"저희 예인피부과를 방문해주셔서 감사합니다.
저희 예인피부과는 Art for Art 사람을 위한 예술로 통하는 의술이라는 신념하에 보다 나은 삶을 추구하며, tter skin, Better life 를 위하여 장비와 노하우를 바탕으로 보다 효과적이고 편안한 진료가 되도록 최선을 다하는 미용 피부 전문 병원입니다.
문의사항이나 기타 자세한 문의는 홈페이지나 전화방문 하시면 보다 자세한 상담을 받으실 수 있습니다.
병원 내 주차요원이 항시 대기중이니 보다 편한 방문이 되실 것 입니다.
오늘도 좋은 하루, 건강한 하루보내시길 바라겠습니다.","[{""name"": ""강남역"", ""exit"": ""10"", ""walk_time_min"": 3, ""distance_m"": 168, ""lines"": [""2호선"", ""신분당선""]}]","강남역 10번 출구 150m 거리, 신논현역 7,8번 출구 250m 거리 쉑쉑버거 건물 5층.",http://yeinskin.com/,,,,https://blog.naver.com/fair_skin,,,,5,https://m.place.naver.com/hospital/11724353/home,https://m.place.naver.com/hospital/11724353/information,https://m.place.naver.com/hospital/11724353/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T10:57:10.173039,2026-02-09T10:57:41.936724,[]
2866,1621030347,제로피부과의원,서울특별시 서초구 강남대로 421 삼영빌딩 7층,1,"{""월"": ""10:30~20:00"", ""화"": ""10:30~20:00"", ""수"": ""10:30~20:00"", ""목"": ""10:30~20:00"", ""금"": ""10:30~20:00"", ""토(2/14)"": ""10:00~20:00"", ""_note"": ""2월14일 토요일 10:00-20:00 (휴게시간없음)""}",13:30~14:30,,"[""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""무선 인터넷"", ""남/녀 화장실 구분"", ""대기공간"", ""간편결제"", ""주차""]",1,"주차 주차가능 무료 네비게이션을 이용하여 <강남대로 421 삼영빌딩>을 검색하신 후, 반드시 건물 뒷편 지하주차장을 이용하여 주세요 :)","강남역피부과 제로피부과
피부과전문의가 함께하는 편안한 피부 진료

당신만의 beauty solution, 제로피부과에서
피부 본연의 건강과 아름다움을 되찾으세요!

강남역 10번 출구 앞에 위치한
강남역피부과 제로피부과에서는
피부과전문의가 1:1 맞춤 치료를 제공합니다.

편리한 접근성과 세심한 진료로
바쁜 직장인, 학생분들도 부담 없이 방문하실 수 있습니다.

****왜 제로피부과인가요?*****

1. 피부과전문의가 직접 시술합니다.
풍부한 임상 경험을 가진 피부과전문의가
환자의 피부 상태와 특성에 맞춘 최적의 치료를 제공합니다.

강남역피부과를 찾는 많은 분들이
과하지 않은 정확한 진료를 이유로 저희를 선택합니다.

2. 최신 프리미엄 장비 보유
다양한 최신 레이저와 의료 장비를 활용하여 효과적인 치료를 제공합니다.

- 리팟레이저：흑자, 검버섯 제거
- 울쎄라：탄력 리프팅의 대명사
- 써마지FLX：리프팅, 타이트닝을 한번에!
- 온다(ONDA)：턱라인 리프팅과 복부,허벅지 슬리밍
- 줄기세포：맞춤형 항노화 시술의 끝판왕
- 리투오(Re2O)：피부결 개선을 위한 진정한 콜라겐
- 올리지오X：타이트닝과 함께 매끈한 피부는 덤!
- 큐라스하이브리드：기미와 잡티 치료를 한번에!
- 슈링크 유니버스：또렷한 V라인의 비결
- 엑셀브이：홍조 치료의 대명사
- 포텐자：모공과 흉터 치료의 강자
- LDM：은은하게 맑고 촉촉한 피부로~!

3. 다양한 맞춤 시술 제공
제로피부과에서는 피부 노화, 탄력, 윤곽, 수분 부족 등
고객님의 다양한 피부 고민에 맞춘 종합 솔루션을 제공합니다.

- 보톡스 ' 필러 ' 실리프팅
- 스킨부스터 프로그램
  리쥬란 ' 쥬베룩 ' 래디어스 ' 엑소좀 ' 스컬트라
  스킨바이브 ' 리바이브 ' 힐로웨이브

*****제로피부과의 약속*****
제로피부과는 정확하고 정직한 치료를 제공합니다.
정품/정량 사용, 1회용 니들/캐뉼라 사용은 기본입니다.
꼭 필요한 분께 꼭 필요한 시술만을 추천 드리며,
내 가족을 대하는 마음으로 정성을 다해
강남역피부과 중에서도 신뢰받는 곳이 되겠습니다.","[{""name"": ""강남역"", ""exit"": ""10"", ""walk_time_min"": 3, ""distance_m"": 168, ""lines"": [""2호선"", ""신분당선""]}]","강남역 10번 출구로 나와 도보로 2분 거리 쉐이크쉑 버거 건물 7층입니다.
신논현역 7번 출구로 나와 도보로 4분 거리 쉐이크쉑 버거 건물 7층입니다.",https://www.zerodermaclinic.com/,https://m.booking.naver.com/booking/13/bizes/1339682,http://talk.naver.com/wysz2ic?frm=mnmb,https://www.instagram.com/zeroderma_official/?hl=ko,https://blog.naver.com/zeroderma02,https://www.youtube.com/@%EB%8B%A5%ED%84%B0%EC%98%A4%EC%A0%9C%EB%A1%9C,http://pf.kakao.com/_qrxgxdn/chat,"[""https://xhslink.com/m/86jSve8y6Ii""]",45,https://m.place.naver.com/hospital/1621030347/home,https://m.place.naver.com/hospital/1621030347/information,https://m.place.naver.com/hospital/1621030347/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T10:59:56.987479,2026-02-09T11:00:25.788506,[]
2867,1915335964,히어피부과의원,서울특별시 서초구 서초대로77길 54 더블유타워 10층,2,"{""월"": ""10:00~19:00"", ""화"": ""10:00~19:00"", ""수"": ""10:00~19:00"", ""목"": ""10:00~19:00"", ""금"": ""10:00~19:00"", ""토"": ""09:30~15:00""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""주차"", ""발렛파킹""]",1,"주차 주차가능 유료 추가 요금 10분당 1,000원, 최대 1,000원 발렛가능 유료 3,000원 - 발렛파킹 키오스크 카드결제 3,000원 (현금불가)
- 시술 진행 시 : 2시간 무료 (2시간 이후 10분당 1,000원)","[HEER EXPERIENCE]
히어와 함께하는 건강한 피부 여정

건강한 피부를 책임지는 든든한 공간, HEER에서
피부과 전문의가 직접 경험하고 추천하는 시술과
1:1 맞춤 진료를 통해 보다 아름답고 건강한 피부를 만나보세요.

대표 시술 : 포니업리프팅 / 스컬트라 / 스매싱울쎄라 / 윤곽리프팅보톡스
정품 인증 및 오리지널 장비/제품 사용
개개인에 맞춘 정량,정밀 설계로 안전하고 효과적인 시술 제공

[ 신논현역피부과 히어피부과의원 ]","[{""name"": ""신논현역"", ""exit"": ""7"", ""walk_time_min"": 2, ""distance_m"": 110, ""lines"": [""신분당선"", ""9호선""]}]","[신논현역피부과 히어피부과의원]
신논현역 7번 출구에서 도보 약 1분 거리에 위치해있습니다.",https://heerskin.com,https://m.booking.naver.com/booking/13/bizes/1373098,,https://www.instagram.com/heer.skin_official/,https://blog.naver.com/heerskin,https://youtube.com/@일타산피_heerseoul,,,13,https://m.place.naver.com/hospital/1915335964/home,https://m.place.naver.com/hospital/1915335964/information,https://m.place.naver.com/hospital/1915335964/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T11:00:29.477333,2026-02-09T11:01:04.126327,[]
