NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지,출처,naver_name,naver_address,naver_website,naver_category,naver_mapx,naver_mapy,naver_matched,match_reason
5806,이젠의원,의원,041-561-7979,31090,"충청남도 천안시 서북구 오성6길 4, 4,5층 (두정동)",http://www.ezenskin.co.kr/,미표시_의원,이젠의원 천안,"충청남도 천안시 서북구 오성6길 4 이젠빌딩 4, 5층 이젠의원",https://blog.naver.com/ezenskin7978,"병원,의원>피부과",1271276148.0,368317807.0,True,address_full
5823,미앤유의원,의원,041-621-7701,31097,"충청남도 천안시 서북구 한들2로 8, 401호 (백석동)",http://www.bsclinics.co.kr,미표시_의원,미앤유의원,충청남도 천안시 서북구 한들2로 8 정석프라자 4층,http://www.bsclinics.co.kr/,"병원,의원>피부과",1271188787.0,368236078.0,True,address_full
5824,다나의원,의원,041-581-7588,31097,"충청남도 천안시 서북구 백석로 93, 리튼빌딩 2층 (백석동)",,미표시_의원,다나의원,충청남도 천안시 서북구 백석로 93 리튼빌딩 2층 다나의원,https://blog.naver.com/dana75887,"병원,의원>피부과",1271220443.0,368238851.0,True,address_full
5826,진클래식의원,의원,041-564-8275,31109,"충청남도 천안시 서북구 동서대로 129, 4층 (성정동)",,미표시_의원,진클래식의원,충청남도 천안시 서북구 동서대로 129 단국성정빌딩 4층,https://jinclassic.com,"병원,의원>피부과",1271378027.0,368262114.0,True,address_full
5827,미라클의원,의원,041-577-0071,31134,"충청남도 천안시 서북구 쌍용대로 318, 3층 (성정동)",,미표시_의원,미라클의원,충청남도 천안시 서북구 쌍용대로 318 명문메디칼빌딩 3층,https://blog.naver.com/wensujr,"병원,의원>피부과",1271376959.0,368256132.0,True,address_full
5831,비에이랩의원,의원,041-417-5554,31156,"충청남도 천안시 서북구 번영로 201, 2층 237~243호 (불당동)",,미표시_의원,비에이랩의원 천안,충청남도 천안시 서북구 번영로 201 센트애비뉴 2층,http://www.balab.kr/,"병원,의원>피부과",1271100888.0,368191323.0,True,address_full
5836,톡스앤필의원불당점,의원,041-415-0844,31156,"충청남도 천안시 서북구 불당25로 176, 6층 (불당동)",,미표시_의원,톡스앤필의원 불당점,충청남도 천안시 서북구 불당25로 176 율곡스퀘어 6층 톡스앤필 천안불당점,http://www.toxnfill36.com/,"병원,의원>피부과",1271091448.0,368161757.0,True,address_full
5838,서울나인앤의원,의원,041-414-5929,31156,"충청남도 천안시 서북구 불당22대로 86, 마블러스에스타워 4층 403,404호 (불당동)",,미표시_의원,서울나인앤의원,충청남도 천안시 서북구 불당22대로 86 4층,http://www.9nclinic.com,"병원,의원>피부과",1271081509.0,368154373.0,True,address_full
5839,천안엘츠의원,의원,041-414-1441,31156,"충청남도 천안시 서북구 불당22대로 86, 마블러스에스타워 4층 410,411,412호 (불당동)",,미표시_의원,천안엘츠의원,"충청남도 천안시 서북구 불당22대로 86 410호, 411호, 412호",https://blog.naver.com/elz-skin,"병원,의원>피부과",1271081509.0,368154373.0,True,address_full
5841,유앤아이의원,의원,041-417-6010,31156,"충청남도 천안시 서북구 불당22대로 92, 마블러스티타워 7층 706호 (불당동)",,미표시_의원,유앤아이의원 천안점,충청남도 천안시 서북구 불당22대로 92 마블러스티타워 7층 706호,https://www.cauni114.co.kr/,"병원,의원>피부과",1271089352.0,368153813.0,True,address_full
5842,천안스노우의원,의원,041-568-5001,31156,"충청남도 천안시 서북구 불당22대로 92, 4층 403~406호, 415호 (불당동)",,미표시_의원,천안스노우의원 불당점,충청남도 천안시 서북구 불당22대로 92 마블러스T타워 본관 403호 별관 415호,https://www.cheonan-snow.com,"병원,의원>피부과",1271085507.0,368153262.0,True,address_full
5847,유파인의원,의원,041-415-1135,31156,"충청남도 천안시 서북구 불당21로 67-26, 2층 206,207,208호 (불당동)",,미표시_의원,유파인의원,충청남도 천안시 서북구 불당21로 67-26 파크뷰 2층 유파인의원,https://www.youtube.com/@Dr.sesama,"병원,의원>피부과",1271087664.0,368149120.0,True,address_full
5848,닥터에버스의원,의원,041-523-8889,31156,"충청남도 천안시 서북구 불당21로 67-18, 2층 201~205호 (불당동)",,미표시_의원,닥터에버스의원 천안,충청남도 천안시 서북구 불당21로 67-18 연세메디컬스퀘어 2층,https://evers8.co.kr/,"병원,의원>피부과",1271084079.0,368141094.0,True,address_full
5849,온리영의원,의원,041-903-0107,31156,"충청남도 천안시 서북구 불당21로 67-18, 6층 601호 (불당동)",,미표시_의원,온리영의원,충청남도 천안시 서북구 불당21로 67-18 601호,https://onreyoung.com/s/xexf5,"병원,의원>피부과",1271086341.0,368140683.0,True,address_full
5850,포에버의원,의원,041-569-1710,31156,"충청남도 천안시 서북구 불당21로 67-18, 5층 503호 (불당동)",,미표시_의원,포에버의원 천안,충청남도 천안시 서북구 불당21로 67-18 연세메디컬스퀘어 5층,https://ca.4-ever.co.kr,"병원,의원>피부과",1271085045.0,368140496.0,True,address_full
5851,데이봄의원,의원,041-523-0345,31156,"충청남도 천안시 서북구 불당21로 67-12, 퍼스트프라자 6층 603호 (불당동)",,미표시_의원,데이봄의원,충청남도 천안시 서북구 불당21로 67-12 6층,https://blog.naver.com/lma95,"병원,의원>피부과",1271083999.0,368136205.0,True,address_full
5853,닉스의원,의원,1644-0184,31156,"충청남도 천안시 서북구 불당21로 67-8, 3층 302,303호 (불당동)",,미표시_의원,닉스의원 천안,충청남도 천안시 서북구 불당21로 67-8 정석프라자 4차 3층,https://blog.naver.com/rhwnsgur1p,"병원,의원>피부과",1271082812.0,368132654.0,True,address_full
5855,샤인유의원,의원,041-417-2165,31156,"충청남도 천안시 서북구 불당21로 65, 3층 304,305호 (불당동)",,미표시_의원,샤인유의원 천안,"충청남도 천안시 서북구 불당21로 65 304, 305호",http://www.shineyou-ca.co.kr/,"병원,의원>피부과",1271073927.0,368130782.0,True,address_full
5857,블리비의원,의원,1833-7491,31120,"충청남도 천안시 동남구 만남로 43, 신세계백화점충청점,천안종합버스터미널 A동 2층 (신부동)",,미표시_의원,블리비의원 천안점,충청남도 천안시 동남구 만남로 43 천안고속터미널 건물 2층,http://velyb.kr,"병원,의원>피부과",1271544401.0,368191432.0,True,address_full
5859,메이퓨어의원,의원,041-567-9960,31156,"충청남도 천안시 서북구 불당21로 71, 4층 407호 (불당동)",,미표시_의원,메이퓨어의원 천안점,충청남도 천안시 서북구 불당21로 71 정석프라자3차 4층 407호,https://www.maypureclinic.com/ko/,"병원,의원>피부과",1271079730.0,368129684.0,True,address_full
5860,잇츠미의원,의원,041-567-7747,31156,"충청남도 천안시 서북구 불당21로 71, 정석3차 7층 (불당동)",,미표시_의원,잇츠미의원 천안불당,충청남도 천안시 서북구 불당21로 71 정석3차 빌딩 7층 702호~704호,http://itsme-clinic-bd.co.kr/,"병원,의원>피부과",1271080045.0,368130316.0,True,address_full
5867,에이프릴의원,의원,569-8793,31123,"충청남도 천안시 동남구 만남로 32, 3,4층 (신부동)",http://www.aprilclinic.co.kr,미표시_의원,에이프릴의원,충청남도 천안시 동남구 만남로 32 3층,http://www.aprilclinic.co.kr/,"병원,의원>피부과",1271555473.0,368185552.0,True,address_full
5870,톡스앤필의원,의원,041-415-0842,31123,"충청남도 천안시 동남구 만남로 40, 7층 (신부동)",,미표시_의원,톡스앤필의원 천안신부,충청남도 천안시 동남구 만남로 40 7층,http://www.toxnfill20.com/,"병원,의원>피부과",1271566244.0,368186141.0,True,address_full
5871,샤인빔의원,의원,041-1644-2719,31123,"충청남도 천안시 동남구 만남로 42, 4층 (신부동)",http://cheonan.shinebeam.co.kr/,미표시_의원,샤인빔의원 천안,충청남도 천안시 동남구 만남로 42 4층,https://cheonan.shinebeam.co.kr,"병원,의원>피부과",1271567792.0,368186096.0,True,address_full
5873,예쁨주의쁨의원,의원,041-557-8898,31123,"충청남도 천안시 동남구 만남로 38, 도솔빌딩 2층 (신부동)",,미표시_의원,예쁨주의쁨의원 천안,충청남도 천안시 동남구 만남로 38 도솔빌딩 2층,https://cheonan.ppeum.com/,"병원,의원>피부과",1271562968.0,368185001.0,True,address_full
5874,잇츠미의원,의원,041-561-7747,31123,"충청남도 천안시 동남구 만남로 50, (신부동, 터미널프라자)",,미표시_의원,잇츠미의원 천안신부,"충청남도 천안시 동남구 만남로 50 터미널프라자 7층, 10층",http://itsme-clinic-sb.kr/,"병원,의원>피부과",1271576124.0,368186482.0,True,address_full
5875,리아뜨의원,의원,041-522-0285,31124,"충청남도 천안시 동남구 만남로 58, 3층 (신부동)",,미표시_의원,리아뜨클리닉의원,충청남도 천안시 동남구 만남로 58 천호빌딩 3층,,"병원,의원>피부과",1271587432.0,368187330.0,True,address_full
5882,팰리스의원,의원,041-900-8550,31455,"충청남도 아산시 탕정면 탕정면로 37, 2층 216~217호 (탕정삼성트라팰리스상가)",,미표시_의원,팰리스의원,충청남도 아산시 탕정면 탕정면로 37 탕정삼성트라팰리스 중심상가 216,https://blog.naver.com/drpalace,"병원,의원>피부과",1270597725.0,367990076.0,True,address_full
5891,갤러리아의원,의원,041-567-6677,31168,"충청남도 천안시 서북구 공원로 219, 3층 301~309호 (불당동)",,미표시_의원,갤러리아의원 천안불당,충청남도 천안시 서북구 공원로 219 지스퀘어 3층 갤러리아의원,https://www.youtube.com/@galleriaclinic,"병원,의원>피부과",1271036261.0,368001847.0,True,address_full
5906,퀸의원,의원,573-9300,31181,"충청남도 천안시 서북구 충무로 194, 5층 (쌍용동)",,미표시_의원,퀸의원,충청남도 천안시 서북구 충무로 194,http://queenclinic.co.kr,"병원,의원>피부과",1271282208.0,367953558.0,True,address_full
5910,바로그의원,의원,041-532-1110,31526,"충청남도 아산시 번영로 226, 2층 201호 (모종동)",,미표시_의원,바로그의원 아산,충청남도 아산시 번영로 226 201호,https://blog.naver.com/yujin2239,"병원,의원>피부과",1270155423.0,367838293.0,True,address_full
5915,미유의원,의원,041-572-7752,31175,"충청남도 천안시 서북구 충무로 178, 6층 (쌍용동, U CITY타워)",http://www.meuclinic.com/,미표시_의원,미유의원,충청남도 천안시 서북구 충무로 178 U CITY타워 6층 미유의원,https://meyouclinic-mo3.imweb.me/,"병원,의원>피부과",1271269927.0,367942671.0,True,address_full
5919,미래메디칼의원,의원,041-545-7588,31513,"충청남도 아산시 온궁로 33, (온천동)",,미표시_의원,미래메디칼의원,충청남도 아산시 온궁로 33 온천탕2층 미래메디칼의원,http://www.miraemd.com/,"병원,의원>피부과",1270040383.0,367823860.0,True,address_full
5930,청담유의원,의원,041-424-2220,31465,"충청남도 아산시 탕정면 한들물빛6로 16, 501~505호",,미표시_의원,청담유의원,충청남도 아산시 탕정면 한들물빛6로 16 501~505호,https://blog.naver.com/lkclinicps,"병원,의원>피부과",1270849144.0,367874907.0,True,address_full
5933,클린스의원,의원,041-427-0075,31465,"충청남도 아산시 탕정면 한들물빛도시로 88, 거산타워 403~406호",,미표시_의원,클린스의원 천안아산점,충청남도 아산시 탕정면 한들물빛도시로 88 거산빌딩 4층,https://clins.co.kr/s/yvgt2,"병원,의원>피부과",1270839068.0,367871791.0,True,address_full
5935,미뉴얼의원,의원,041-910-2440,31465,"충청남도 아산시 탕정면 한들물빛5로 5, 606,607,608호",https://www.menewal.co.kr,미표시_의원,미뉴얼의원 천안아산본점,충청남도 아산시 탕정면 한들물빛5로 5 6층,http://www.menewal.co.kr/,"병원,의원>피부과",1270839913.0,367868777.0,True,address_full
5937,나인투나인의원,의원,041-549-3650,31528,"충청남도 아산시 모종남로12번길 16, 301~302호 (모종동)",,미표시_의원,나인투나인의원,"충청남도 아산시 모종남로12번길 16 3층 301, 302호",http://365miclinic.co.kr/index.php,"병원,의원>피부과",1270207209.0,367784023.0,True,address_full
5951,Dr 목의원,의원,041-548-5775,31482,"충청남도 아산시 배방읍 모산로 185, 3층 (리더스몰)",,미표시_의원,Dr.목의원,충청남도 아산시 배방읍 모산로 185 3층 Dr.목의원,http://www.drmokbeauty.net,"병원,의원>피부과",1270631343.0,367755430.0,True,address_full
5953,J&J의원,의원,041-548-8575,31482,"충청남도 아산시 배방읍 배방로 25, 2층 201호 (장호빌딩)",,미표시_의원,제이앤제이의원,충청남도 아산시 배방읍 배방로 25,,"병원,의원>피부과",1270548972.0,367745764.0,True,address_full
5957,이룸의원,의원,0507-1392-8875,24455,"강원특별자치도 춘천시 안마산로 97, 4층 (퇴계동)",https://blog.naver.com/kimjm611,미표시_의원,이룸의원,강원특별자치도 춘천시 안마산로 97 4층,https://www.youtube.com/@EROOMTV,"병원,의원>피부과",1277264996.0,378550619.0,True,address_full
5959,퓨어린의원 춘천점,의원,033-251-9300,24364,"강원특별자치도 춘천시 춘천로 7, 스카이에비뉴 빌딩 2층 202,203호 (온의동)",,미표시_의원,퓨어린의원 춘천점,"강원특별자치도 춘천시 춘천로 7 202호, 203호",https://blog.naver.com/butcher12473,"병원,의원>피부과",1277208897.0,378660069.0,True,address_full
5961,블리비의원,의원,1833-2346,24364,"강원특별자치도 춘천시 방송길 106, 101호~103호, 201호~202호호 (온의동)",,미표시_의원,블리비의원 춘천점,"강원특별자치도 춘천시 방송길 106 온의빌딩 1층, 2층",http://www.velyb.kr/,"병원,의원>피부과",1277210314.0,378674567.0,True,address_full
5963,클린휴의원,의원,041-555-7501,31198,"충청남도 천안시 동남구 청수4로 16, 5층 503,504호 (청당동)",,미표시_의원,클린휴의원 천안점,"충청남도 천안시 동남구 청수4로 16 5층 503호, 504호",https://www.instagram.com/dr_yunwonseok?igsh=bm5yeG85eWgwcnFj,"병원,의원>피부과",1271528867.0,367832838.0,True,address_full
5965,연세미라클의원,의원,033-256-2023,24363,"강원특별자치도 춘천시 방송길 77, 2층 2122~2127, 2256~2257호 (온의동, 춘천 센트럴타워 푸르지오)",,미표시_의원,연세미라클의원,강원특별자치도 춘천시 방송길 77 춘천센트럴타워푸르지오상가 2층,https://yonseimiracle.creatorlink.net/,"병원,의원>피부과",1277199267.0,378691021.0,True,address_full
5974,청당라이프의원,의원,041-552-7701,31211,"충청남도 천안시 동남구 청당5로 36, 4층 401,402호 (청당동)",,미표시_의원,청당라이프의원,충청남도 천안시 동남구 청당5로 36 S&I 빌딩 4층,http://라이프클리닉.com/,"병원,의원>피부과",1271528055.0,367803067.0,True,address_full
5978,주니스의원,의원,033-263-7741,24376,"강원특별자치도 춘천시 퇴계로105번길 5, 3층 (퇴계동, 지효빌딩)",,미표시_의원,주니스의원,강원특별자치도 춘천시 퇴계로105번길 5,http://goeun.me/,"병원,의원>피부과",1277320068.0,378619356.0,True,address_full
5983,선메디라인의원,의원,033-264-7585,24414,"강원특별자치도 춘천시 지석로 75, (석사동)",,미표시_의원,선메디라인의원,강원특별자치도 춘천시 지석로 75 프라임존빌딩 302호,,"병원,의원>피부과",1277436200.0,378512739.0,True,address_full
5984,파티마의원,의원,033-263-3055,24391,"강원특별자치도 춘천시 후석로 16, (석사동)",,미표시_의원,파티마의원,강원특별자치도 춘천시 후석로 16 종로약국 4층,,"병원,의원>피부과",1277398806.0,378564466.0,True,address_full
5991,그랜드아름다운의원,의원,1899-5109,24273,"강원특별자치도 춘천시 중앙로 68, 4층 (중앙로2가)",https://www.grand4.co.kr/,미표시_의원,그랜드아름다운의원,강원특별자치도 춘천시 중앙로 68 4층 그랜드아름다운의원,http://www.grand1.co.kr/,"병원,의원>피부과",1277262621.0,378794737.0,True,address_full
5994,청담엠의원,의원,033-241-3379,24353,"강원특별자치도 춘천시 금강로 68-12, 7층 (조양동, 엠백화점 별관)",,미표시_의원,청담엠의원,강원특별자치도 춘천시 금강로 68-12 엠백화점 별관 7층,http://www.ccmclinic.co.kr/,"병원,의원>피부과",1277278863.0,378787602.0,True,address_full
5996,쁘띠365의원,의원,033-818-0650,24353,"강원특별자치도 춘천시 중앙로 59, 지하1, 1, 2층 (중앙로2가)",,미표시_의원,쁘띠365의원,"강원특별자치도 춘천시 중앙로 59 지하1층, 지상 1층, 2층",https://bbeauty365clinic.co.kr/,"병원,의원>피부과",1277272506.0,378797545.0,True,address_full
5997,셀레스의원,의원,033-257-9889,24353,"강원특별자치도 춘천시 중앙로 55, (중앙로2가)",http://celesclinic.com,미표시_의원,셀레스의원춘천점,강원특별자치도 춘천시 중앙로 55 NH투자증권 춘천사옥2층,http://pf.kakao.com/_CmxntE/chat,"병원,의원>피부과",1277275341.0,378800290.0,True,address_full
5998,영의원,의원,033-244-0774,24353,"강원특별자치도 춘천시 중앙로 55, (중앙로2가)",,미표시_의원,영의원,강원특별자치도 춘천시 중앙로 55 5층,,"병원,의원>피부과",1277275621.0,378800450.0,True,address_full
5999,예쁨주의쁨의원,의원,033-256-5200,24352,"강원특별자치도 춘천시 금강로 59, 3층 (조양동)",https://chuncheon.ppeum.com/,미표시_의원,예쁨주의쁨의원 춘천,강원특별자치도 춘천시 금강로 59 에이동 3층,https://chuncheon.ppeum.com/,"병원,의원>피부과",1277285305.0,378799820.0,True,address_full
6001,예인미의원,의원,033-261-1175,24352,"강원특별자치도 춘천시 금강로 65, 4층 (조양동)",,미표시_의원,예인미의원,강원특별자치도 춘천시 금강로 65 예인빌딩 4층,http://cafe.naver.com/iyeinchlinic,"병원,의원>피부과",1277288775.0,378794911.0,True,address_full
6007,클린앤미의원,의원,043-535-0333,27832,"충청북도 진천군 진천읍 중앙북로 14, 3층",,미표시_의원,클린앤미의원,충청북도 진천군 진천읍 중앙북로 14 3층,http://jc-cleannme.co.kr/,"병원,의원>피부과",1274384355.0,368592050.0,True,address_full
6025,뷰티온의원 충북혁신도시점,의원,043-753-7175,27738,"충청북도 음성군 맹동면 대하2가길 31, (주)도시 메디컬타워 2층 203-204호",,미표시_의원,뷰티온의원 충북혁신도시점,"충청북도 음성군 맹동면 대하2가길 31 도시메디컬타워 2층 203, 204호",https://chungbuk.beautyon.co.kr/,"병원,의원>피부과",1275438404.0,369064199.0,True,address_full
6061,고은의원,의원,033-747-7457,26437,"강원특별자치도 원주시 봉화로 29, (단계동)",http://www.goeun-doctor.com,미표시_의원,고은의원,강원특별자치도 원주시 봉화로 29 3층,http://www.goeun-doctor.com/,"병원,의원>피부과",1279282659.0,373471576.0,True,address_full
6064,셀레스의원,의원,033-748-9779,26436,"강원특별자치도 원주시 봉화로 16, 3층 (단계동)",,미표시_의원,셀레스의원,강원특별자치도 원주시 봉화로 16 엘리트빌딩 3층,https://blog.naver.com/celeswjclinic,"병원,의원>피부과",1279288600.0,373459750.0,True,address_full
6067,톡스앤필의원 원주점,의원,033-735-7999,26382,"강원특별자치도 원주시 서원대로 162, 3층 302호 (단계동)",,미표시_의원,톡스앤필의원 원주점,강원특별자치도 원주시 서원대로 162 2층,http://www.toxnfill42.com/,"병원,의원>피부과",1279294829.0,373440208.0,True,address_full
6068,원더스의원,의원,033-812-2828,26382,"강원특별자치도 원주시 서원대로 164, 3층 (단계동)",,미표시_의원,원더스의원 원주점,강원특별자치도 원주시 서원대로 164 3층,https://wonjuwonders.com/,"병원,의원>피부과",1279297630.0,373439882.0,True,address_full
6069,미드림의원,의원,033-746-4222,26436,"강원특별자치도 원주시 서원대로 165, 3층 (단계동, 대호빌딩)",,미표시_의원,미드림의원,강원특별자치도 원주시 서원대로 165 대호빌딩 3층,https://blog.naver.com/medream1012/224084211219,"병원,의원>피부과",1279299878.0,373444968.0,True,address_full
6072,고은미래의원,의원,033-747-7552,26391,"강원특별자치도 원주시 시청로 98, 3층 (무실동)",,미표시_의원,고은미래의원 원주점,강원특별자치도 원주시 시청로 98 새봄빌딩 3층,,"병원,의원>피부과",1279287236.0,373358928.0,True,address_full
6076,오드리의원,의원,033-733-3322,26392,"강원특별자치도 원주시 능라동길 51, 시네시티타워 3층 302,303,304호 (무실동)",,미표시_의원,오드리의원,강원특별자치도 원주시 능라동길 51 시네시티타워 3층,https://www.instagram.com/audreyclinic_wonju,"병원,의원>피부과",1279300943.0,373349704.0,True,address_full
6078,리블룸의원,의원,0507-1489-2050,26392,"강원특별자치도 원주시 능라동길 73, 3층 (무실동)",,미표시_의원,리블룸의원,"강원특별자치도 원주시 능라동길 73 3층, 리블룸의원",https://reblum.co.kr,"병원,의원>피부과",1279302630.0,373331058.0,True,address_full
6081,원주스노우의원,의원,033-732-0601,26392,"강원특별자치도 원주시 능라동길 61, 9층 (무실동)",http://wonju-snow.co.kr/,미표시_의원,스노우의원 원주점,강원특별자치도 원주시 능라동길 61 9층 904-906호,http://wonju-snow.co.kr,"병원,의원>피부과",1279312335.0,373341487.0,True,address_full
6087,한국한센복지협회강원도지부부설복지의원,의원,033-742-8718,26417,"강원특별자치도 원주시 원일로 155, (일산동)",,미표시_의원,한국한센복지협회강원도지부부설복지의원,강원특별자치도 원주시 원일로 155,http://www.gangwon.khwa.or.kr/,"병원,의원>피부과",1279464930.0,373523416.0,True,address_full
6102,블리비의원,의원,1833-9359,26484,"강원특별자치도 원주시 서원대로 396, 스타월드 4층 409호, 410호, 411호, 415호 (단구동)",,미표시_의원,블리비의원 원주점,강원특별자치도 원주시 서원대로 396 스타월드 4층,http://velyb.kr,"병원,의원>피부과",1279488651.0,373307485.0,True,address_full
6106,타토아의원,의원,033-766-0211,26484,"강원특별자치도 원주시 서원대로 408, 3층 (단구동)",https://www.tatoaone.co.kr/,미표시_의원,타토아의원 원주,강원특별자치도 원주시 서원대로 408 광장빌딩 3층,https://www.tatoaone.co.kr/,"병원,의원>피부과",1279500079.0,373299891.0,True,address_full
6109,밴스의원,의원,033-812-3034,26485,"강원특별자치도 원주시 서원대로 416, 2층 (단구동)",,미표시_의원,밴스의원 원주,강원특별자치도 원주시 서원대로 416 2층,https://wonju.vandsclinic.co.kr/,"병원,의원>피부과",1279506920.0,373295474.0,True,address_full
6116,꿈에의원,의원,033-732-7502,26488,"강원특별자치도 원주시 단구로 398, 청솔3차아파트 상가동 1층 103호 (단구동)",,미표시_의원,꿈에의원,강원특별자치도 원주시 단구로 398 청솔3차아파트,,"병원,의원>피부과",1279552975.0,373215546.0,True,address_full
6127,미소안의원,의원,041-667-6777,31981,"충청남도 서산시 안견로 184-18, (동문동)",,미표시_의원,미소안의원,충청남도 서산시 안견로 184-18,https://blog.naver.com/misoan2023,"병원,의원>피부과",1264582636.0,367820873.0,True,address_full
6141,뷰티온의원,의원,041-429-0522,31989,"충청남도 서산시 호수공원3로 60, 6층 (예천동)",https://seosan.beautyon.co.kr/,미표시_의원,뷰티온의원 서산점,충청남도 서산시 호수공원3로 60 6층,https://seosan.beautyon.co.kr/,"병원,의원>피부과",1264516148.0,367737927.0,True,address_full
6142,서산봄클리닉의원,의원,041-665-2269,31990,"충청남도 서산시 호수공원1로 34, 2층 203호 (예천동)",https://bomclinic11.imweb.me/,미표시_의원,서산봄클리닉의원,충청남도 서산시 호수공원1로 34 203호,https://bomclinic.com/,"병원,의원>피부과",1264522936.0,367728718.0,True,address_full
6143,삼성서울리프앤톡스의원,의원,033-813-1707,26465,"강원특별자치도 원주시 혁신로 35, 3층 301~302호 (반곡동)",,미표시_의원,삼성서울리프앤톡스의원,강원특별자치도 원주시 혁신로 35 S타워 3층 301호~302호,https://www.instagram.com/samsungliftntox,"병원,의원>피부과",1279781193.0,373242940.0,True,address_full
6168,리베리의원,의원,043-714-3535,28120,"충청북도 청주시 청원구 오창읍 중심상업로 27, 엔젤알파 504호",,미표시_의원,리베리의원 청주오창,충청북도 청주시 청원구 오창읍 중심상업로 27 5층 504호,http://cj.reberryclinic.com,"병원,의원>피부과",1274291548.0,367132472.0,True,address_full
6175,내포메디컬의원,의원,041-634-1193,32256,"충청남도 홍성군 홍북읍 청사로150번길 20, 광명헤세드 4층 403호",,미표시_의원,내포메디컬의원,충청남도 홍성군 홍북읍 청사로150번길 20 4층 내포메디컬의원 / 피부과,https://100med.medisay.co.kr,"병원,의원>피부과",1266807544.0,366567857.0,True,address_full
6179,뷰티온의원 내포신도시점,의원,041-633-0088,32256,"충청남도 홍성군 홍북읍 청사로 146, 센텀시티 3층 308,309호",,미표시_의원,뷰티온의원 내포신도시점,"충청남도 홍성군 홍북읍 청사로 146 센텀시티 3층 308,309호",https://naepo.beautyon.co.kr/,"병원,의원>피부과",1266793742.0,366570485.0,True,address_full
6187,청담에스의원,의원,041-631-0020,32265,"충청남도 홍성군 홍북읍 청사로 36, (승우빌딩)",,미표시_의원,청담에스의원,충청남도 홍성군 홍북읍 청사로 36 3층 301호,https://blog.naver.com/cheongdamsclinic,"병원,의원>피부과",1266746869.0,366481134.0,True,address_full
6206,뷰더의원,의원,043-273-7588,28292,"충청북도 청주시 흥덕구 송화로150번길 21, 3층 301호 (송절동)",,미표시_의원,뷰더의원,충청북도 청주시 흥덕구 송화로150번길 21 정은빌딩 301호,https://blog.naver.com/vuthe,"병원,의원>피부과",1274511462.0,366645571.0,True,address_full
6207,더순수의원,의원,043-905-4445,28222,"충청북도 청주시 흥덕구 오송읍 오송생명11로 48, 303~306호",,미표시_의원,더순수의원,충청북도 청주시 흥덕구 오송읍 오송생명11로 48 3층 더순수의원,https://thesoonsooclinic.co.kr,"병원,의원>피부과",1273159960.0,366190868.0,True,address_full
6210,오송다시봄날의원,의원,070-5222-6781,28222,"충청북도 청주시 흥덕구 오송읍 오송생명8로 175, 602호, 603호, 604-1호, 604-2호",,미표시_의원,다시봄날의원 오송점,"충청북도 청주시 흥덕구 오송읍 오송생명8로 175 다니엘프라자 6층 2, 3, 4-1, 4-2호",https://blog.naver.com/springdayclinic_31,"병원,의원>피부과",1273181095.0,366189446.0,True,address_full
6212,수메디컬의원,의원,043-852-7553,27361,"충청북도 충주시 계명대로 30, (칠금동)",,미표시_의원,수메디컬의원,충청북도 충주시 계명대로 30,http://chungjusu.co.kr/,"병원,의원>피부과",1279176515.0,369820695.0,True,address_full
6214,르미에르의원,의원,043-852-0033,27355,"충청북도 충주시 신립로 74, 큰사랑약국빌딩 3층 (칠금동)",,미표시_의원,르미에르의원,충청북도 충주시 신립로 74 큰사랑약국 3층,https://blog.naver.com/lumiere_clinic,"병원,의원>피부과",1279220918.0,369865555.0,True,address_full
6228,고은미래의원,의원,043-715-7512,28325,"충청북도 청주시 청원구 충청대로 175, 4층 (주중동, 해리슨메디칼타워)",,미표시_의원,고은미래의원 청주점,충청북도 청주시 청원구 충청대로 175 헤리슨메디컬타워 4층,http://www.skin-utopia.com/,"병원,의원>피부과",1274957119.0,366718002.0,True,address_full
6230,메이린의원 청주점,의원,043-909-4715,28424,"충청북도 청주시 흥덕구 직지대로 308, 현대백화점 7층 (복대동)",,미표시_의원,메이린의원 청주점,충청북도 청주시 흥덕구 직지대로 308 현대백화점 7층,https://blog.naver.com/alawpearson,"병원,의원>피부과",1274263161.0,366448677.0,True,address_full
6236,에스제이의원,의원,233-7543,28424,"충청북도 청주시 흥덕구 대농로 43, 3층 319호 (복대동, 신영지웰시티)",http://sjskinclinic.blog.me,미표시_의원,에스제이의원,충청북도 청주시 흥덕구 대농로 43 신영지웰시티 1차 상업시설,https://blog.naver.com/sjskinclinic,"병원,의원>피부과",1274268464.0,366435833.0,True,address_full
6238,뮤즈의원,의원,1544-3830,28424,"충청북도 청주시 흥덕구 대농로 33, 316호~320호 (복대동)",,미표시_의원,뮤즈의원 청주점,충청북도 청주시 흥덕구 대농로 33 3층 316호~320호,https://www.instagram.com/museclinic_cj?igsh=d3J2cTRkb3BkYzhr,"병원,의원>피부과",1274259156.0,366424522.0,True,address_full
6240,스노우의원,의원,0507-1363-2380,28424,"충청북도 청주시 흥덕구 대농로 39, B동 204, 302~303호 (복대동)",https://snowcliniccj.modoo.at/,미표시_의원,스노우의원 청주점,"충청북도 청주시 흥덕구 대농로 39 B동 3층 302호, 303호",https://booking.naver.com/booking/13/bizes/571100?area=plt&map-search=1,"병원,의원>피부과",1274264947.0,366423276.0,True,address_full
